customer_id,is_existing_customer,relationship_years,monthly_income,employment_type,years_in_job,existing_emi,monthly_expenses,credit_score,previous_default,number_of_past_loans,late_payments_count,loan_amount,loan_tenure_months,loan_type,dti_ratio,loan_status,loan_result
C3860,1,12,84634,Self-employed,19,5477,65595,595,0,0,4,557404,60,Auto,0.1744814928594497,0,Can Pay
C3861,0,4,132426,Salaried,7,9363,37158,497,1,5,6,2552375,60,Home,0.3919365029022498,1,Can't Pay
C3862,1,0,153691,Self-employed,18,12264,19681,697,0,0,2,611736,36,Home,0.1903603117076905,0,Can Pay
C3863,1,4,158011,Salaried,15,46304,59790,541,0,5,6,487458,24,Auto,0.4215829910575846,0,Can Pay
C3864,0,11,33226,Business,17,11819,60052,728,0,1,8,150054,180,Home,0.3808051927205602,0,Can Pay
C3865,1,11,40322,Salaried,8,12191,20372,305,1,2,3,388472,24,Personal,0.7037680009258801,1,Can't Pay
C3866,1,2,132504,Salaried,3,6499,31611,617,0,1,4,1897606,180,Home,0.1286093669289648,0,Can Pay
C3867,1,6,73215,Business,8,44847,10523,511,0,5,7,2642861,24,Auto,2.116590976348198,1,Can't Pay
C3868,0,5,162950,Salaried,1,17668,50793,572,0,5,8,1668108,180,Personal,0.1652977395929221,1,Can't Pay
C3869,0,7,152632,Salaried,8,8762,25233,383,0,1,4,1929553,48,Home,0.3207782171060677,0,Can Pay
C3870,1,12,184350,Salaried,8,31292,29955,659,0,5,4,1698106,60,Home,0.3232642618208118,0,Can Pay
C3871,1,4,182284,Salaried,17,19248,74299,680,1,3,1,358891,12,Personal,0.2696648270464403,0,Can Pay
C3872,1,1,109835,Salaried,10,38813,52524,839,0,0,8,564101,12,Auto,0.7813667470903324,0,Can Pay
C3873,0,8,88079,Salaried,12,44944,47621,440,0,4,5,2777387,60,Personal,1.035817656119317,1,Can't Pay
C3874,1,13,38946,Business,5,11333,73001,809,0,1,4,1906459,36,Personal,1.6507521810826389,0,Can Pay
C3875,0,10,177812,Self-employed,8,30652,74987,472,0,3,4,2634669,60,Auto,0.4193369963781971,0,Can Pay
C3876,0,7,125733,Salaried,15,41406,5015,319,0,2,3,2493577,24,Home,1.1556635224377585,1,Can't Pay
C3877,0,5,22253,Self-employed,3,13070,9410,802,0,4,0,2191756,24,Personal,4.6911951946554025,0,Can Pay
C3878,1,12,94311,Salaried,1,25856,23964,526,0,5,5,113655,12,Personal,0.3745824983299933,1,Can't Pay
C3879,0,9,47813,Salaried,6,31628,75671,408,1,0,0,2599521,60,Auto,1.567635371133374,1,Can't Pay
C3880,0,6,173704,Salaried,14,37807,78484,619,0,3,9,996573,12,Personal,0.695751105328605,0,Can Pay
C3881,1,8,63365,Self-employed,5,23423,75325,607,0,4,1,2954600,36,Home,1.664881594290574,0,Can Pay
C3882,0,6,82593,Salaried,10,48033,13602,386,0,0,6,2091908,120,Personal,0.7926285116979244,1,Can't Pay
C3883,0,2,179503,Self-employed,19,25212,12232,527,0,0,0,1494080,120,Auto,0.209816363329118,0,Can Pay
C3884,0,5,183508,Salaried,16,35741,62245,609,0,4,7,2129770,120,Home,0.2914809345278316,0,Can Pay
C3885,1,10,164485,Business,3,4626,52950,678,0,3,7,2574345,48,Home,0.3541854120436514,0,Can Pay
C3886,1,12,53485,Self-employed,18,49270,75371,684,0,5,6,1799952,180,Home,1.1081561808606777,0,Can Pay
C3887,0,10,126504,Salaried,6,40767,33381,412,0,4,6,1534774,48,Auto,0.5750131089399018,1,Can't Pay
C3888,1,6,31101,Self-employed,10,2292,61025,592,0,1,0,337800,36,Auto,0.3754005766159716,0,Can Pay
C3889,1,1,23831,Salaried,12,14859,58706,604,0,0,2,2490898,24,Home,4.978658749807674,0,Can Pay
C3890,0,2,66897,Salaried,2,30585,5819,590,0,2,8,169233,24,Auto,0.5626018356578023,1,Can't Pay
C3891,1,3,20004,Salaried,13,16807,40383,404,0,5,4,2668473,24,Personal,6.398389072185563,1,Can't Pay
C3892,1,9,60924,Salaried,1,3819,76605,590,1,4,4,2310247,12,Personal,3.222696857286674,1,Can't Pay
C3893,1,5,167581,Self-employed,17,24087,10640,776,0,4,6,1045760,180,Auto,0.1784019535494941,0,Can Pay
C3894,0,0,52170,Salaried,4,45450,64888,820,0,0,9,207351,120,Home,0.9043113858539392,0,Can Pay
C3895,1,8,58555,Salaried,12,47553,67244,359,1,0,7,2061982,12,Auto,3.746645603848234,1,Can't Pay
C3896,1,4,160734,Salaried,12,1280,78237,611,0,4,5,2161221,48,Personal,0.2880873835031791,0,Can Pay
C3897,0,12,133115,Salaried,13,13241,73575,405,0,2,4,261909,24,Home,0.1814511888216955,0,Can Pay
C3898,0,11,119216,Salaried,11,42779,59087,388,0,0,0,2013733,24,Home,1.0626471418825214,1,Can't Pay
C3899,0,13,80930,Self-employed,12,14147,36915,567,1,0,9,309470,180,Home,0.1960493979708115,1,Can't Pay
C3900,0,6,193475,Business,17,19816,48642,418,0,1,9,1278591,120,Personal,0.1574928285308179,0,Can Pay
C3901,1,8,51365,Salaried,12,49914,61611,744,0,3,9,2629297,180,Auto,1.2561317152838618,0,Can Pay
C3902,0,8,77188,Salaried,3,1629,51889,728,0,1,8,306181,36,Personal,0.1312901976703344,0,Can Pay
C3903,0,0,113633,Salaried,9,38267,46215,650,0,2,5,764029,48,Home,0.4768356976699844,0,Can Pay
C3904,1,14,172745,Self-employed,4,8634,7487,605,0,3,2,2343688,120,Home,0.1630422491726726,0,Can Pay
C3905,0,0,78471,Salaried,17,3014,66045,501,0,4,9,1197062,12,Personal,1.3096451767744348,1,Can't Pay
C3906,1,2,163228,Salaried,7,10773,79035,322,0,2,6,553739,48,Home,0.1366752589425016,0,Can Pay
C3907,0,5,72287,Self-employed,13,17881,76667,389,1,2,3,2455470,120,Auto,0.5304307828516884,1,Can't Pay
C3908,0,1,147717,Salaried,1,8280,64040,770,0,1,2,176365,24,Personal,0.1058005623365399,0,Can Pay
C3909,0,9,74076,Salaried,7,25555,66295,392,0,3,6,1688555,24,Home,1.2947710234533902,1,Can't Pay
C3910,0,11,131475,Self-employed,15,41421,5825,584,0,2,5,137731,12,Personal,0.402347087532484,0,Can Pay
C3911,0,10,65151,Salaried,6,19936,6191,608,0,3,3,1977264,180,Auto,0.4746020782489908,0,Can Pay
C3912,1,0,82384,Salaried,2,27332,48094,835,0,5,9,1357560,12,Personal,1.7049669838803652,0,Can Pay
C3913,1,0,114865,Salaried,3,44588,68490,675,1,4,7,1747136,48,Personal,0.7050595626750242,1,Can't Pay
C3914,0,12,48541,Salaried,6,27077,59799,798,0,3,1,1529444,60,Home,1.0829553023904193,0,Can Pay
C3915,1,4,87847,Salaried,3,7637,44553,441,0,1,5,901798,24,Personal,0.5146665983660986,1,Can't Pay
C3916,1,3,65955,Business,8,24955,11813,351,1,1,2,57977,24,Personal,0.4149906501907866,1,Can't Pay
C3917,1,0,155362,Salaried,16,20880,31350,369,0,2,7,202876,60,Auto,0.1561595928648361,0,Can Pay
C3918,0,3,176215,Self-employed,16,46158,33992,559,1,3,7,78853,48,Home,0.2712639152928714,1,Can't Pay
C3919,0,2,170581,Salaried,19,16155,38975,592,1,1,0,2938858,36,Home,0.5732757132649265,1,Can't Pay
C3920,0,1,102780,Salaried,13,3060,29992,677,0,0,1,1053431,36,Home,0.3144772545458477,0,Can Pay
C3921,1,8,182813,Salaried,13,46465,48736,338,0,1,3,571606,24,Auto,0.3844470396890083,0,Can Pay
C3922,1,13,172970,Salaried,12,48081,6237,647,1,4,0,425576,36,Personal,0.3463176016393337,0,Can Pay
C3923,0,14,114919,Salaried,3,40278,9943,824,0,0,2,896755,180,Personal,0.3938423778680829,0,Can Pay
C3924,0,10,127854,Salaried,12,2950,58917,805,0,3,3,2708886,48,Personal,0.464476082093638,0,Can Pay
C3925,1,0,76768,Salaried,16,47155,26220,681,0,5,9,1818310,36,Home,1.2721916828771247,0,Can Pay
C3926,1,6,58262,Salaried,14,23802,52798,724,0,2,2,2994595,12,Personal,4.691764500589293,0,Can Pay
C3927,1,13,151578,Business,17,6063,33694,735,0,0,4,1907431,48,Home,0.3021622256088175,0,Can Pay
C3928,1,12,35605,Salaried,10,14205,33250,621,1,1,9,2621964,60,Personal,1.6262996770116558,1,Can't Pay
C3929,0,3,93590,Salaried,3,44690,38227,549,1,2,6,51699,24,Home,0.5005248958222033,1,Can't Pay
C3930,1,4,43231,Salaried,19,26507,58920,479,1,5,7,1228590,48,Home,1.2052144294603409,1,Can't Pay
C3931,1,9,94397,Salaried,10,7661,15447,328,0,5,7,1028464,36,Personal,0.3837986847510455,0,Can Pay
C3932,0,4,92123,Self-employed,9,36189,79045,795,0,2,1,1518468,48,Personal,0.7362303659238193,0,Can Pay
C3933,1,0,28515,Salaried,12,34758,27865,625,0,2,0,175143,120,Auto,1.2701218656847273,0,Can Pay
C3934,1,5,102211,Salaried,7,13057,60450,486,0,2,5,861721,60,Home,0.268258961038114,0,Can Pay
C3935,0,12,184694,Salaried,12,20240,21134,354,0,3,0,1706181,120,Auto,0.1865690006172371,0,Can Pay
C3936,1,8,31600,Self-employed,8,34250,57378,813,0,3,5,2784472,48,Personal,2.919614978902954,0,Can Pay
C3937,1,1,173964,Salaried,0,35313,21201,709,1,3,6,2991352,60,Auto,0.4895775371149586,1,Can't Pay
C3938,1,6,84310,Salaried,0,36988,23936,316,0,1,8,493396,60,Home,0.5362503459455185,1,Can't Pay
C3939,0,5,167873,Salaried,14,12491,66752,387,0,3,9,2704898,48,Personal,0.4100900184464843,0,Can Pay
C3940,0,4,183767,Salaried,3,33410,70309,522,0,2,9,1417835,24,Personal,0.5032811023379243,1,Can't Pay
C3941,1,3,174925,Salaried,19,13332,26762,357,0,0,0,1790283,180,Home,0.133074269925206,0,Can Pay
C3942,0,3,150501,Business,0,20302,8228,529,0,0,6,814683,24,Personal,0.3604436183148284,1,Can't Pay
C3943,1,5,150678,Self-employed,11,34354,64405,453,0,5,3,2114583,36,Auto,0.6178235486711176,1,Can't Pay
C3944,1,3,150550,Salaried,10,18793,73946,572,0,0,8,1444705,120,Home,0.2047971327355253,0,Can Pay
C3945,0,4,129380,Salaried,18,6504,5408,345,1,0,3,2075202,48,Personal,0.3844286211160921,1,Can't Pay
C3946,1,12,186206,Salaried,14,28425,52497,751,0,0,1,2278264,120,Auto,0.2546133493729167,0,Can Pay
C3947,1,5,126780,Salaried,9,29811,56419,605,0,5,0,572859,120,Personal,0.2727940132513014,0,Can Pay
C3948,0,4,171547,Salaried,0,49206,63087,726,0,4,6,1215508,48,Personal,0.4344528515994644,0,Can Pay
C3949,1,6,81177,Salaried,2,47395,10773,417,0,0,6,631930,12,Home,1.2325638214436767,1,Can't Pay
C3950,1,8,167802,Business,13,29746,57986,550,0,0,2,2323488,24,Home,0.754210319304895,1,Can't Pay
C3951,1,9,167185,Salaried,14,17225,64175,702,0,0,4,2222690,60,Personal,0.3246094645652022,0,Can Pay
C3952,1,6,166083,Business,0,39696,79715,499,0,5,9,2795108,12,Personal,1.6414784575583692,1,Can't Pay
C3953,0,6,70746,Salaried,9,30973,10617,445,0,1,6,499771,48,Home,0.5849785971409456,1,Can't Pay
C3954,1,3,138075,Salaried,0,37355,73237,350,0,4,7,2473298,12,Home,1.7632675478302855,1,Can't Pay
C3955,1,0,188925,Salaried,14,27196,8907,667,0,0,8,1610375,24,Home,0.4991131842441886,0,Can Pay
C3956,1,13,100195,Self-employed,2,19290,18841,619,0,5,9,1942734,48,Home,0.596473127401567,0,Can Pay
C3957,1,7,51818,Salaried,19,42954,54827,498,0,5,9,903418,120,Home,0.9742267809126816,1,Can't Pay
C3958,0,3,183393,Self-employed,11,10124,59079,740,0,3,0,2540240,120,Personal,0.1706317398519391,0,Can Pay
C3959,1,0,36309,Self-employed,18,37824,66467,444,0,1,8,2857037,24,Home,4.320339539324501,1,Can't Pay
C3960,0,4,164760,Self-employed,15,38750,53091,358,0,5,5,1674611,12,Personal,1.082185704459011,1,Can't Pay
C3961,0,13,43176,Self-employed,7,2272,59501,442,0,5,5,2101589,36,Personal,1.404703358861919,1,Can't Pay
C3962,0,13,83879,Self-employed,13,6141,66855,522,1,4,6,2256702,180,Home,0.2226806868624248,1,Can't Pay
C3963,1,7,82592,Self-employed,17,24678,24859,399,0,3,8,2463357,60,Personal,0.7958876162340178,1,Can't Pay
C3964,1,3,99728,Salaried,0,9161,77352,325,0,3,6,1620710,60,Personal,0.3627149179100486,1,Can't Pay
C3965,1,12,155488,Self-employed,1,1071,54693,731,0,1,6,2122083,180,Personal,0.0827095981683474,0,Can Pay
C3966,1,11,186066,Business,11,17120,21548,825,0,5,2,2844491,180,Personal,0.176941127222479,0,Can Pay
C3967,1,7,23584,Salaried,16,25941,38385,421,0,3,9,1700100,36,Personal,3.102357530529172,1,Can't Pay
C3968,1,7,139555,Business,1,39144,29644,764,1,2,8,2881358,36,Personal,0.8540125557824673,1,Can't Pay
C3969,0,2,108302,Salaried,16,24133,10639,564,0,1,3,2089586,36,Personal,0.7587768975231811,1,Can't Pay
C3970,0,8,137408,Salaried,6,3630,25580,306,1,1,5,889405,24,Personal,0.2961147943836361,1,Can't Pay
C3971,0,2,33830,Salaried,5,227,31974,519,0,2,6,2799998,48,Personal,1.7310166026209477,1,Can't Pay
C3972,1,0,92066,Salaried,5,48110,50373,695,0,1,8,2869875,36,Personal,1.388446875067886,0,Can Pay
C3973,1,1,18591,Self-employed,7,39433,52612,756,1,3,9,2319803,24,Home,7.3202871461101235,1,Can't Pay
C3974,0,14,108878,Business,4,14008,29761,407,0,3,2,2409984,120,Personal,0.3131137603556274,0,Can Pay
C3975,0,5,140407,Self-employed,14,19954,15701,791,0,3,1,191376,12,Home,0.2556995021615731,0,Can Pay
C3976,1,11,131869,Business,6,40761,25822,759,1,2,1,1635726,12,Personal,1.342783368342825,1,Can't Pay
C3977,0,9,36395,Salaried,2,14675,19970,308,1,3,1,2092050,36,Personal,1.999931309245776,1,Can't Pay
C3978,1,1,31738,Salaried,9,1619,40847,666,0,2,8,420938,12,Personal,1.1562532820803662,0,Can Pay
C3979,1,5,148703,Salaried,2,12885,28103,424,1,2,7,343413,36,Personal,0.1507989078902241,1,Can't Pay
C3980,0,13,163977,Self-employed,13,2204,62479,461,0,2,8,671852,12,Personal,0.35487700510844,0,Can Pay
C3981,0,0,34056,Salaried,2,40510,65787,335,0,1,8,1825134,12,Personal,5.655523255813954,1,Can't Pay
C3982,1,10,136656,Business,0,11694,21944,303,0,4,0,2109746,48,Personal,0.4072052574835109,1,Can't Pay
C3983,1,12,130316,Self-employed,0,44586,19974,712,1,5,9,1328906,180,Home,0.3987907172650412,1,Can't Pay
C3984,1,0,181519,Business,18,40342,51984,386,0,2,9,1858693,48,Personal,0.4355729749135536,0,Can Pay
C3985,1,4,69418,Salaried,3,9373,51893,782,0,3,8,2101941,12,Personal,2.6583126854706274,0,Can Pay
C3986,0,9,52190,Salaried,1,11448,31314,357,0,2,0,1587204,48,Auto,0.8529363862808967,1,Can't Pay
C3987,1,12,41014,Self-employed,10,49949,34852,439,0,5,4,2456169,36,Personal,2.881355553388274,1,Can't Pay
C3988,1,10,196350,Self-employed,11,31210,9953,471,0,0,3,398812,60,Personal,0.1928029878618114,0,Can Pay
C3989,1,8,140563,Salaried,12,25410,33448,559,0,1,7,2482244,36,Personal,0.6713091085294296,1,Can't Pay
C3990,0,13,16780,Business,15,29028,36771,794,0,3,4,2978914,48,Personal,5.428409316646802,0,Can Pay
C3991,1,7,57192,Business,15,2764,56550,324,0,1,8,788527,24,Personal,0.6228019944514384,1,Can't Pay
C3992,1,2,119875,Salaried,18,43369,60378,497,0,1,0,2061674,180,Auto,0.457332591820183,0,Can Pay
C3993,0,14,114129,Salaried,19,11467,59895,722,0,0,7,1459036,12,Auto,1.1658152908842916,0,Can Pay
C3994,0,2,58923,Salaried,19,8199,63737,417,0,2,5,1018895,48,Personal,0.4993971652269346,0,Can Pay
C3995,1,14,104196,Salaried,8,27095,73124,305,0,3,0,2311689,120,Personal,0.4449218300126684,0,Can Pay
C3996,0,0,17395,Self-employed,15,43179,65810,396,0,4,1,707426,120,Home,2.821167960141804,1,Can't Pay
C3997,0,13,117449,Salaried,6,32463,76892,371,0,1,3,1600674,180,Personal,0.3521156700638859,0,Can Pay
C3998,0,2,136747,Self-employed,12,39007,25069,731,0,5,4,742802,180,Home,0.3154268669716906,0,Can Pay
C3999,1,14,161851,Self-employed,3,47711,19695,679,0,4,0,2469717,48,Personal,0.6126835021099654,0,Can Pay
C4000,1,13,86028,Salaried,12,13617,58461,849,1,4,9,2832957,48,Personal,0.8443406507183707,1,Can't Pay
C4001,1,11,175794,Salaried,7,28304,25783,355,0,2,6,1790517,120,Personal,0.2458842451960817,0,Can Pay
C4002,0,11,153183,Salaried,1,3329,6403,402,1,4,3,1722218,180,Auto,0.0841926178347321,1,Can't Pay
C4003,1,11,156056,Salaried,6,31193,33327,515,0,3,0,2968504,36,Personal,0.7282734687832857,1,Can't Pay
C4004,1,12,108176,Salaried,10,11563,72821,320,0,2,5,2322015,180,Auto,0.2261415039688409,0,Can Pay
C4005,1,10,41924,Business,16,5584,13862,509,0,5,8,1256574,12,Home,2.630915466081481,1,Can't Pay
C4006,1,0,198775,Salaried,13,8805,72264,590,0,4,8,1570651,60,Personal,0.1759905253008007,0,Can Pay
C4007,0,7,47577,Salaried,12,25264,16430,487,0,2,3,1153515,120,Personal,0.7330564138133973,1,Can't Pay
C4008,1,0,153783,Salaried,14,9089,39017,450,0,3,6,1675657,120,Personal,0.1499047900829957,0,Can Pay
C4009,0,4,100548,Salaried,8,13639,38646,490,0,1,9,994769,120,Home,0.218092271021469,0,Can Pay
C4010,1,8,140093,Salaried,2,24685,33922,706,0,0,0,2252710,180,Home,0.2655382892475395,0,Can Pay
C4011,0,6,150168,Self-employed,12,48256,16543,513,0,2,9,266895,180,Home,0.3312206994832454,0,Can Pay
C4012,0,3,81555,Salaried,12,11110,54649,777,0,5,8,254118,48,Personal,0.2011418674514131,0,Can Pay
C4013,0,10,104848,Business,8,33928,30553,493,0,0,0,1967376,180,Personal,0.4278371229462333,0,Can Pay
C4014,1,8,23254,Salaried,17,44941,53860,549,0,1,8,64389,24,Home,2.047986367936699,1,Can't Pay
C4015,0,8,140410,Business,4,21128,65388,340,1,5,5,2468090,120,Auto,0.296954751560905,1,Can't Pay
C4016,1,1,152037,Business,10,40099,65092,669,0,3,9,2405277,12,Auto,1.5821066582476635,0,Can Pay
C4017,0,9,118025,Salaried,1,14684,78114,319,0,5,6,2295389,180,Home,0.2324605897997128,1,Can't Pay
C4018,0,9,145509,Salaried,16,47566,26263,308,0,1,3,266560,180,Personal,0.337071170091808,0,Can Pay
C4019,1,10,47963,Salaried,19,24419,17232,502,0,0,8,2040827,60,Personal,1.2182887503561772,1,Can't Pay
C4020,0,11,18273,Self-employed,3,1527,14092,317,0,3,5,1391989,120,Personal,0.7183772961929258,1,Can't Pay
C4021,0,5,30330,Business,17,15220,39234,618,0,5,5,2290185,24,Home,3.648017639301022,0,Can Pay
C4022,1,3,167566,Salaried,19,23702,45482,581,0,4,9,2919483,120,Personal,0.2866394435625365,0,Can Pay
C4023,0,7,91422,Salaried,7,42873,23117,775,1,4,5,2627423,180,Home,0.6286210588747178,1,Can't Pay
C4024,0,11,137089,Self-employed,18,27757,38258,551,0,2,3,437809,60,Auto,0.2557011625051366,0,Can Pay
C4025,0,10,18212,Business,11,46664,64097,639,0,4,6,2872993,60,Personal,5.191479061424702,0,Can Pay
C4026,1,6,102594,Self-employed,10,13085,23302,761,1,5,1,1718591,120,Auto,0.2671363984898402,0,Can Pay
C4027,1,6,147152,Business,15,15205,45934,700,0,0,1,301465,180,Personal,0.1147099975233469,0,Can Pay
C4028,1,10,47675,Salaried,4,20994,47446,670,1,4,5,538658,12,Personal,1.3819017654256247,1,Can't Pay
C4029,1,9,37007,Self-employed,2,30945,76635,581,0,2,8,442989,36,Auto,1.168704569405788,1,Can't Pay
C4030,0,8,128805,Self-employed,11,20634,31076,689,0,3,2,84627,24,Auto,0.1875713287527658,0,Can Pay
C4031,0,12,97641,Self-employed,14,42966,54349,636,0,4,6,1681558,120,Home,0.5835559174253985,0,Can Pay
C4032,1,4,110815,Salaried,15,30569,51578,644,0,2,8,1102495,48,Auto,0.4831263442073124,0,Can Pay
C4033,0,5,61815,Salaried,12,30175,14726,818,1,4,8,2092482,60,Auto,1.052328722801909,1,Can't Pay
C4034,0,0,98482,Salaried,6,45166,55865,572,0,4,2,2776134,24,Home,1.6331740825734653,1,Can't Pay
C4035,0,5,15639,Salaried,14,6626,13102,552,0,5,0,1360886,12,Home,7.675245646567342,1,Can't Pay
C4036,0,1,78593,Salaried,2,35623,17754,673,0,0,1,1609992,24,Personal,1.3068084943951752,0,Can Pay
C4037,1,5,93038,Self-employed,11,3964,41612,305,0,2,7,1261070,48,Personal,0.3249886247196486,0,Can Pay
C4038,0,8,108899,Salaried,7,47377,38363,713,0,2,6,2714047,48,Home,0.9542754830928966,0,Can Pay
C4039,1,7,18736,Salaried,11,47258,78866,797,0,1,0,2077169,12,Home,11.761070488186734,0,Can Pay
C4040,0,8,31473,Self-employed,17,18058,70777,355,1,1,2,1921177,24,Personal,3.1171811287982294,1,Can't Pay
C4041,1,12,143771,Business,2,25766,23747,697,0,2,7,416914,120,Personal,0.2033809553618833,0,Can Pay
C4042,0,14,140801,Salaried,11,46098,52770,537,0,5,6,252780,36,Auto,0.3772676803905275,0,Can Pay
C4043,0,9,180091,Salaried,1,35160,54884,789,0,0,4,816690,36,Home,0.3212033546003594,0,Can Pay
C4044,1,7,122598,Business,13,16262,70670,321,0,4,2,2671982,120,Auto,0.3142670897295768,0,Can Pay
C4045,1,2,101623,Business,13,39646,40394,740,0,3,6,2401054,60,Auto,0.7839127625307919,0,Can Pay
C4046,0,7,51820,Salaried,3,47672,65484,340,0,5,4,2715984,120,Home,1.356719413353917,1,Can't Pay
C4047,0,5,72589,Salaried,16,34689,48084,557,0,4,0,1388970,180,Personal,0.5841863092204053,1,Can't Pay
C4048,0,12,33414,Salaried,14,28965,36093,750,0,3,4,992005,60,Personal,1.3616572893597496,0,Can Pay
C4049,0,5,142378,Self-employed,15,10884,12179,347,0,0,2,2333718,24,Personal,0.7594027869474217,1,Can't Pay
C4050,0,5,39220,Salaried,4,4433,39278,802,0,1,1,2668026,120,Home,0.679922233554309,0,Can Pay
C4051,0,2,75531,Salaried,16,18211,50813,438,0,2,2,1198640,180,Personal,0.3292702481247582,0,Can Pay
C4052,0,9,125002,Salaried,6,10691,77443,501,0,0,9,555985,60,Auto,0.1596567788248721,0,Can Pay
C4053,0,0,188497,Business,14,31063,68828,808,0,3,3,823993,48,Home,0.2558635990670054,0,Can Pay
C4054,1,11,24387,Salaried,16,33484,74942,585,0,5,0,2882514,12,Personal,11.22292614917784,1,Can't Pay
C4055,1,13,91815,Salaried,11,49782,24748,532,1,2,3,953821,60,Home,0.7153408121403546,1,Can't Pay
C4056,1,3,42584,Business,10,21244,14742,615,0,3,8,2211488,120,Personal,0.9316425574550692,0,Can Pay
C4057,0,9,59783,Salaried,18,24660,8411,760,0,4,0,1367030,36,Personal,1.047673344521947,0,Can Pay
C4058,0,11,185881,Salaried,10,36536,43464,849,0,4,6,2577616,120,Personal,0.3121143814232403,0,Can Pay
C4059,1,5,139494,Self-employed,1,35475,34698,620,0,5,7,2029946,48,Personal,0.5574830578137171,1,Can't Pay
C4060,0,10,130814,Salaried,14,30084,36108,474,0,4,8,253867,180,Auto,0.2407568931629811,0,Can Pay
C4061,0,11,145752,Self-employed,4,48919,76296,338,0,2,6,427573,36,Home,0.4171196812241189,0,Can Pay
C4062,1,9,156929,Salaried,17,24802,52133,732,0,1,8,592906,60,Home,0.2210156610101808,0,Can Pay
C4063,1,1,188333,Salaried,15,42267,51662,784,0,1,9,231837,120,Home,0.2346852383809528,0,Can Pay
C4064,1,6,88588,Business,3,49074,67421,357,0,3,2,381216,60,Home,0.6256784214566307,1,Can't Pay
C4065,0,6,163067,Salaried,9,20614,30180,795,0,1,0,2064990,180,Home,0.1967667686697287,0,Can Pay
C4066,0,10,28580,Self-employed,1,5033,44194,433,0,1,1,66941,48,Auto,0.2248986762304642,1,Can't Pay
C4067,1,3,33240,Salaried,14,4386,17525,808,0,3,9,227670,36,Personal,0.322207180104292,0,Can Pay
C4068,0,3,98446,Salaried,3,12150,45674,455,1,3,0,2292217,12,Auto,2.063751532142833,1,Can't Pay
C4069,1,14,119533,Self-employed,15,8157,13922,500,0,3,1,1913794,12,Home,1.402456504340503,1,Can't Pay
C4070,1,0,192183,Salaried,6,46881,67782,798,0,2,8,2187350,180,Personal,0.3071704804506353,0,Can Pay
C4071,1,12,180938,Salaried,11,48742,39846,701,0,3,4,1022718,48,Personal,0.3871415899368844,0,Can Pay
C4072,0,1,95974,Salaried,2,30408,72173,795,0,2,3,409418,120,Auto,0.3523851946013156,0,Can Pay
C4073,0,8,88401,Salaried,16,7675,18916,787,0,2,1,2386087,60,Auto,0.5366807690712397,0,Can Pay
C4074,1,9,158283,Self-employed,8,26228,35926,459,0,2,2,788137,120,Personal,0.2071972879799683,0,Can Pay
C4075,1,7,179340,Self-employed,7,18251,47941,510,0,3,8,2076445,48,Personal,0.3429813250436787,0,Can Pay
C4076,1,7,18646,Self-employed,5,23349,65294,752,0,1,2,1428066,36,Personal,3.3796792877829027,0,Can Pay
C4077,0,8,57816,Self-employed,14,49178,24684,369,0,5,7,2952324,12,Personal,5.105939532309395,1,Can't Pay
C4078,0,14,104460,Salaried,9,15826,21966,613,0,5,0,1282865,60,Personal,0.3561849830876252,0,Can Pay
C4079,1,6,59112,Salaried,5,45609,62479,730,0,1,4,390029,36,Personal,0.954850772920708,0,Can Pay
C4080,1,12,66048,Self-employed,14,9124,63321,681,0,3,1,603665,12,Personal,0.8997913133882428,0,Can Pay
C4081,1,8,147850,Salaried,13,6588,79011,466,0,1,3,2986242,12,Personal,1.727707135610416,1,Can't Pay
C4082,0,9,60752,Salaried,18,30943,40166,690,0,3,1,1152115,24,Auto,1.2995093439996488,0,Can Pay
C4083,1,11,85726,Business,12,48590,58264,618,0,2,2,2795066,60,Personal,1.1102166592787874,0,Can Pay
C4084,1,1,173361,Salaried,13,28034,8466,416,1,4,4,1737792,48,Home,0.370544701518796,1,Can't Pay
C4085,1,5,59788,Salaried,2,22151,26902,811,0,0,1,2160788,24,Home,1.876360362168551,0,Can Pay
C4086,0,14,19747,Salaried,3,49618,64805,502,1,5,8,1179846,12,Auto,7.491694941003697,1,Can't Pay
C4087,0,2,15045,Self-employed,13,32400,10363,461,0,3,7,661228,60,Personal,2.8860396588013737,1,Can't Pay
C4088,1,10,22758,Salaried,13,13536,64397,761,0,2,4,2351672,180,Personal,1.1688568610793764,0,Can Pay
C4089,0,14,140076,Salaried,7,2700,7134,500,0,4,0,1542096,180,Auto,0.0804363345612381,0,Can Pay
C4090,0,5,169509,Business,9,26074,70126,530,0,2,4,665352,60,Auto,0.2192402763275106,0,Can Pay
C4091,1,2,165657,Self-employed,8,8809,55791,815,0,0,3,2539466,24,Home,0.6919121035231431,0,Can Pay
C4092,0,7,155926,Self-employed,13,15115,46379,505,0,5,8,96728,36,Personal,0.1141688293734777,0,Can Pay
C4093,1,14,198148,Salaried,7,45513,42723,630,0,1,1,2527923,36,Personal,0.5840739413636945,0,Can Pay
C4094,0,10,71950,Salaried,10,19071,46166,646,0,1,6,145695,180,Personal,0.276308779244846,0,Can Pay
C4095,1,14,163421,Salaried,9,38100,12249,648,0,2,1,473753,48,Personal,0.2935354340425445,0,Can Pay
C4096,1,12,167420,Salaried,17,23190,8796,459,0,0,2,2461748,60,Personal,0.3835810138175446,0,Can Pay
